id,name,definition,synonyms
HP:0500148,Abnormal circulating glutamate concentration,Any deviation from the normal concentration of glutamate in the blood circulation.,['Abnormality of glutamate metabolism']
HP:0500149,Hyperglutamatemia,Concentration of glutamate in the blood circulation above the upper limit of normal.,"['Increased level of L-glutamic acid in blood', 'Increased blood glutamate concentration', 'High blood glutamate levels']"
HP:0500150,Hypoglutamatemia,A decreased amount of glutamate in the blood.,"['Decreased blood glutamate concentrations', 'Low blood glutamate levels']"
HP:0500151,Hypercystinemia,An increased amount of cystine in the blood.,"['High blood cystine levels', 'Increased blood cystine concentration']"
HP:0500152,Hypocystinemia,A decreased amount of cystine in the blood.,"['Decreased blood cystine concentration', 'Low blood cystine levels']"
HP:0500153,Hyperargininemia,An increased amount of arginine levels in the blood.,"['High blood arginine levels', 'Increased blood arginine concentration']"
HP:0500154,Hypoalaninemia,A decreased amount of alanine in the blood.,"['Low blood alanine levels', 'Decreased blood alanine concentration']"
HP:0500155,Abnormal circulating asparagine concentration,Any deviation from the normal concentration of asparagine in the blood circulation.,['Abnormality of asparagine metabolism']
HP:0500156,Hyperasparaginemia,An increased amount of asparagine in the blood.,"['Increased blood asparagine concentration', 'High blood asaparagine levels']"
HP:0500157,Hypoasparaginemia,A decreased amount of asparagine in the blood.,"['Decreased blood asparagine concentration', 'Low blood asparagine levels']"
HP:0500158,Abnormal circulating aspartic acid concentration,Any deviation from the normal concentration of aspartate in the blood circulation.,['Abnormal circulating aspartate concentration']
HP:0500159,Increased circulating aspartic acid concentration,An increased concentration of aspartic acid in the blood circulation.,"['Increased level of circulating aspartic acid', 'Increased blood aspartic acid', 'High blood aspartic acid levels']"
HP:0500160,Abnormal circulating carnosine concentration,Any deviation from the normal concentration of carnosine in the blood circulation.,['Abnormality of carnosine metabolism']
HP:0500161,Increased circulating carnosine concentration,Concentration of carnosine in the blood circulation above normal limits.,"['Increased blood carnosine concentration', 'Increased level of carnosine in blood', 'High blood carnosine levels']"
HP:0500162,Decreased circulating carnosine concentration,A decreased amount of carnosine in blood.,"['Decreased level of carnosine in blood', 'Low blood carnosine levels', 'Decreased blood carnosine concentration']"
HP:0500163,Hypoornithinemia,An abnormal decrease in ornithine in the blood.,"['Decreased blood ornithine concentrations', 'Low blood ornithine levels']"
HP:0500164,Abnormal blood carbon dioxide level,An abnormality of carbon dioxide (CO2) in the arterial blood.,"['Abnormal blood carbon dioxide level', 'Abnormal CO2 levels in blood']"
HP:0500165,Abnormal blood oxygen level,An abnormality of the partial pressure of oxygen in the arterial blood.,"['Abnormal O2 blood concentration', 'Abnormal blood O2 level', 'Abnormal blood oxygen levels']"
HP:0500166,Abnormal circulating gastrin concentration,An abnormal concentration of gastrin in the blood.,['Abnormal circulating gastrin level']
HP:0500167,Hypergastrinemia,An elevated amount of gastrin in the blood.,"['Elevated gastrin in the blood', 'Increased blood gastrin']"
HP:0500170,Abnormal concentration of acylcarnitine in the urine,An abnormal amount of acylcarnitine in the urine.,[]
HP:0500173,Reflex asystolic syncope,"A loss of consciousness followed by stiffening and brief clonic movements affecting some or all limbs, often misinterpreted as an epileptic seizure.","['Reflex anoxic seizure', 'Reflex anoxic seizures']"
HP:0500180,Abnormal circulating amino sulfonic acid concentration,,[]
HP:0500181,Hypertaurinemia,An increased amount of taurine in the blood.,"['Elevated serum taurine levels', 'Increased circulating taurine levels in the blood']"
HP:0500182,Hypotaurinemia,A decreased amount of taurine in the blood.,"['Decreased circulating taurine levels', 'Reduced taurine levels in the blood', 'Lower blood levels of taurine']"
HP:0500183,Abnormal CSF carboxylic acid concentration,Any deviation from the normal concentration of a carboxylic acid in the cerebrospinal fluid.,[]
HP:0500184,Abnormal CSF amino acid concentration,Any deviation from the normal concentration of amino acids in the cerebrospinal fluid.,"['Abnormal amino acid levels in cerebrospinal fluid', 'Abnormal cerebrospinal fluid amino acid level', 'Abnormal CSF amino acid level']"
HP:0500185,Abnormal CSF branched chain amino acid concentration,Any deviation from the normal concentration of branched-chain amino acids in the cerebrospinal fluid.,['Abnormal branched-chain amino acid levels in cerbrospinal fluid']
HP:0500186,Abnormal CSF valine concentration,Any deviation from the normal concentration of valine in the cerebrospinal fluid.,['Abnormal valine levels in cerebrospinal fluid']
HP:0500187,Increased CSF valine concentration,Any increased amount from normal of valine in the cerebrospinal fluid.,['High valine levels in cerebrospinal fluid']
HP:0500188,Decreased CSF valine concentration,Any decreased amount from normal of valine in the cerebrospinal fluid.,['Low valine levels in cerebrospinal fluid']
HP:0500189,Abnormal CSF leucine concentration,Any deviation from the normal concentration of leucine in the cerebrospinal fluid.,['Abnormal leucine levels in cerebrospinal fluid']
HP:0500190,Decreased CSF leucine concentration,Abnormally decreased levels of leucine in the cerebrospinal fluid.,['Low leucine levels in cerebrospinal fluid']
HP:0500191,Increased CSF leucine concentration,Abnormally increased levels of leucine in cerebrospinal fluid.,['High leucine levels in cerebrospinal fluid']
HP:0500192,Abnormal CSF isoleucine concentration,Any deviation from the normal concentration of isoleucine in the cerebrospinal fluid.,['Abnormal isoleucine levels in cerebrospinal fluid']
HP:0500193,Increased CSF isoleucine concentration,Abnormally increased levels of isoleucine in cerebrospinal fluid.,['High levels of isoleucine in cerebrospinal fluid']
HP:0500194,Decreased CSF isoleucine concentration,Abnormally decreased levels of isoleucine in cerebrospinal fluid.,['Low levels of isoleucine in cerebrospinal fluid']
HP:0500195,Abnormal CSF glutamine family amino acid concentration,Any deviation from the normal concentration of glutamine-family amino acids in the cerebrospinal fluid.,['Abnormal glutamine family amino acid levels in cerebrospinal fluid']
HP:0500196,Abnormal CSF glutamine concentration,Any deviation from the normal concentration of glutamine amino acids in the cerebrospinal fluid.,['Abnormal glutamine levels in cerebrospinal fluid']
HP:0500197,Increased CSF glutamine concentration,Abnormally increased levels of glutamine in cerebrospinal fluid.,['High glutamine levels in cerebrospinal fluid']
HP:0500198,Decreased CSF glutamine concentration,Abnormally decreased levels of glutamine in cerebrospinal fluid.,['Low glutamine levels in cerebrospinal fluid']
HP:0500199,Abnormal CSF glutamate concentration,Any deviation from the normal concentration of glutamic acid in the cerebrospinal fluid.,['Abnormal glutamic acid levels in cerebrospinal fluid']
HP:0500200,Increased CSF glutamate concentration,Abnormally increased levels of glutamic acid in cerebrospinal fluid.,['High glutamic acid levels in cerebrospinal fluid']
HP:0500201,Decreased CSF glutamate concentration,Abnormally decreased levels of glutamic acid in cerebrospinal fluid.,['Low glutamic acid levels in cerebrospinal fluid']
HP:0500202,Abnormal CSF arginine concentration,Any deviation from the normal concentration of arginine in the cerebrospinal fluid.,['Abnormal arginine levels in cerebrospinal fluid']
HP:0500203,Increased CSF arginine concentration,Abnormally increased levels of arginine in cerebrospinal fluid.,['High arginine levels in cerebrospinal fluid']
HP:0500204,Decreased CSF arginine concentration,Abnormally decreased levels of arginine in cerebrospinal fluid.,['Low arginine levels in cerebrospinal fluid']
HP:0500205,Abnormal CSF aspartate family amino acid concentration,Any deviation from the normal concentration of aspartate-family amino acids in the cerebrospinal fluid.,['Abnormal aspartate-family amino acid levels in cerebrospinal fluid']
HP:0500206,Abnormal CSF lysine concentration,Any deviation from the normal concentration of lysine in the cerebrospinal fluid.,['Abnormal lysine levels in cerebrospinal fluid']
HP:0500207,Decreased CSF lysine concentration,Abnormally decreased levels of lysine in cerebrospinal fluid.,['Low lysine levels in cerebrospinal fluid']
HP:0500208,Increased CSF lysine concentration,Abnormally increased levels of lysine in cerebrospinal fluid.,['High lysine levels in cerebrospinal fluid']
HP:0500209,Abnormal CSF methionine concentration,Any deviation from the normal concentration of methionine in the cerebrospinal fluid.,['Abnormal methionine levels in cerebrospinal fluid']
HP:0500210,Increased CSF methionine concentration,Concentration of methionine in the cerebrospinal fluid above the upper limit of normal.,['High methionine levels in cerebrospinal fluid']
HP:0500211,Abnormal CSF threonine concentration,Any deviation from the normal concentration of threonine in the cerebrospinal fluid.,['Abnormal threonine levels in cerebrospinal fluid']
HP:0500212,Increased CSF threonine concentration,Abnormally increased levels of threonine in cerebrospinal fluid.,['High threonine levels in cerebrospinal fluid']
HP:0500213,Decreased CSF threonine concentration,Abnormally decreased levels of threonine in cerebrospinal fluid.,['Low threonine levels in the cerebrospinal fluid']
HP:0500214,Abnormal CSF aromatic amino acid concentration,Any deviation from the normal concentration of aromatic amino acids in the cerebrospinal fluid.,['Abnormal aromatic amino acid levels in cerebrospinal fluid']
HP:0500215,Abnormal CSF phenylalanine concentration,Any deviation from the normal concentration of phenylalanine in the cerebrospinal fluid.,['Abnormal phenylalanine levels in cerebrospinal fluid']
HP:0500216,Abnormal CSF aspartate concentration,Any deviation from the normal concentration of aspartic acid in the cerebrospinal fluid.,"['Abnormal aspartic acid levels in cerebrospinal fluid', 'Abnormal CSF aspartic acid concentration']"
HP:0500217,Increased CSF aspartate concentration,Abnormally increased levels of aspartic acid in cerebrospinal fluid.,"['Increased CSF aspartic acid concentration', 'High aspartic acid levels in cerebrospinal fluid']"
HP:0500218,Abnormal CSF tryptophan concentration,Any deviation from the normal concentration of tryptophan in the cerebrospinal fluid.,['Abnormal tryptophan levels in cerebrospinal fluid']
HP:0500219,Abnormal CSF tyrosine concentration,Any deviation from the normal concentration of tyrosine in the cerebrospinal fluid.,['Abnormal tyrosine levels in cerebrospinal fluid']
